,Unnamed: 0,arr_airport,arr_city,dept_airport,dept_city,duration_hrs,duration_mins,layover_hrs,layover_mins,leg_id,price,stops,total_hrs,total_mins,total_mins_final,total_time_mins,timestamp
21,21,NAN,Nadi,SFO,San Francisco,14,25,"[14, 10]","[25, 10]",85515e5772199d4805add392293c91e0,2123.0,1,24,35,1440,1475,1559791731.633971
22,22,NAN,Nadi,SFO,San Francisco,2,18,"[2, 11, 10]","[18, 10, 10]",8d7ac1e3fbc01ab839ee99e5672816b9,5286.0,2,23,38,1380,1418,1559791731.633971
23,23,NAN,Nadi,SFO,San Francisco,5,25,"[5, 9, 10]","[25, 25, 10]",1693d396e20fa3f8c1d3f88e678ec693,2879.0,2,24,60,1440,1500,1559791731.633971
24,24,NAN,Nadi,SFO,San Francisco,1,37,"[1, 15, 4]","[37, 5, 5]",79e4cabe807aa85c01fdbaded7008fb4,1179.0,2,20,47,1200,1247,1559791731.633971
25,25,NAN,Nadi,SFO,San Francisco,11,10,[11],[10],67abd8bb29188667e4dda1dc19633133,1052.0,0,11,10,660,670,1559791731.633971
26,26,NAN,Nadi,SFO,San Francisco,1,37,"[1, 11]","[37, 20]",f4b29f1a2d8b88e19a44ff894ce244c5,2700.0,1,12,57,720,777,1559791731.633971
27,27,NAN,Nadi,SFO,San Francisco,5,31,"[5, 6]","[31, 50]",72d649f42c62647ec67cb739c931196e,3121.0,1,11,81,660,741,1559791731.633971
28,28,NAN,Nadi,SFO,San Francisco,14,40,"[14, 3]","[40, 50]",b003253d5773f5c5f1f9ecbde70ea470,3493.0,1,17,90,1020,1110,1559791731.633971
29,29,SFO,San Francisco,NAN,Nadi,10,30,"[10, 12]","[30, 45]",f2d1b774bcaff68a637a6f1e2a11080c,1326.0,1,22,75,1320,1395,1559791731.633971
30,30,NAN,Nadi,SFO,San Francisco,1,44,"[1, 11]","[44, 20]",8d6de82fca148871f50ab79e4e849e62,1230.0,1,12,64,720,784,1559791731.633971
31,31,NAN,Nadi,SFO,San Francisco,12,10,"[12, 10]","[10, 10]",7a500c36dd42434ffd5a9ed8fa2595a2,2496.0,1,22,20,1320,1340,1559791731.633971
32,32,NAN,Nadi,SFO,San Francisco,13,10,"[13, 3]","[10, 0]",c5c9bc26c15b4f1288f537b9329782ea,4673.0,1,16,10,960,970,1559791731.633971
33,33,NAN,Nadi,SFO,San Francisco,1,40,"[1, 11]","[40, 20]",a7f3187131c873e04bcf2d552ffc9aab,1088.0,1,12,60,720,780,1559791731.633971
34,34,NAN,Nadi,SFO,San Francisco,13,10,"[13, 3]","[10, 10]",e32ce55f6252815d53f92499ae7d2d81,3980.0,1,16,20,960,980,1559791731.633971
35,35,NAN,Nadi,SFO,San Francisco,5,45,"[5, 6]","[45, 50]",0b03bfa9b31dd62f6318e89abf2bf53f,1338.0,1,11,95,660,755,1559791731.633971
36,36,NAN,Nadi,SFO,San Francisco,1,37,"[1, 14, 4]","[37, 45, 5]",cbfe5721fdcb4c7f0b3090ab8cac15b2,1179.0,2,19,87,1140,1227,1559791731.633971
37,37,NAN,Nadi,SFO,San Francisco,1,34,"[1, 12, 3]","[34, 50, 0]",8fc7e60270903bb30e256956481fb248,2029.0,2,16,84,960,1044,1559791731.633971
38,38,NAN,Nadi,SFO,San Francisco,1,39,"[1, 11]","[39, 20]",be8123b23874237be0666a6a148e3c94,2700.0,1,12,59,720,779,1559791731.633971
39,39,SFO,San Francisco,NAN,Nadi,3,10,"[3, 12]","[10, 10]",aa5d42aed08523e6a0bbe10efd973c90,4752.0,1,15,20,900,920,1559791731.633971
40,40,NAN,Nadi,SFO,San Francisco,1,42,"[1, 11]","[42, 20]",48622cbf5137b49e7fe9f054ec1b4869,1300.0,1,12,62,720,782,1559791731.633971
41,41,NAN,Nadi,SFO,San Francisco,5,16,"[5, 6]","[16, 50]",84fbb6ba26865adb366cd2368fd53614,3121.0,1,11,66,660,726,1559791731.633971
42,42,NAN,Nadi,SFO,San Francisco,1,34,"[1, 11]","[34, 20]",da75c2104fb35b144457cba8b275cfd4,1248.0,1,12,54,720,774,1559791731.633971
43,43,NAN,Nadi,SFO,San Francisco,1,39,"[1, 11]","[39, 20]",d701462c464072bc68bc8727f1023ae3,4179.0,1,12,59,720,779,1559791731.633971
44,44,NAN,Nadi,SFO,San Francisco,1,34,"[1, 12, 3]","[34, 50, 0]",7914701c2a8a12a4e42af494f239cb0c,4752.0,2,16,84,960,1044,1559791731.633971
45,45,NAN,Nadi,SFO,San Francisco,12,30,"[12, 3, 10]","[30, 40, 10]",f9a613085e6ed639dc50e8d75788d72c,4839.0,2,25,80,1500,1580,1559791731.633971
46,46,SFO,San Francisco,NAN,Nadi,4,20,"[4, 13, 1]","[20, 5, 26]",0a9c323f17ca6f2c48f2f292f77b4a05,1179.0,2,18,51,1080,1131,1559791731.633971
47,47,NAN,Nadi,SFO,San Francisco,1,32,"[1, 12, 3]","[32, 50, 0]",46440815ec5a94108f9aa11ecacaa085,3316.0,2,16,82,960,1042,1559791731.633971
48,48,NAN,Nadi,SFO,San Francisco,5,25,"[5, 6]","[25, 50]",574d4c7e60383bf0770c1be68eca2b4b,1282.0,1,11,75,660,735,1559791731.633971
49,49,NAN,Nadi,SFO,San Francisco,12,55,"[12, 3]","[55, 10]",05b1db1e57ff61ca75edeb9ff44a79e0,3311.0,1,15,65,900,965,1559791731.633971
50,50,NAN,Nadi,SFO,San Francisco,11,10,[11],[10],c8598f9c73c0b83c1c3c01ed5d746d0e,1225.0,0,11,10,660,670,1559791731.633971
51,51,NAN,Nadi,SFO,San Francisco,1,34,"[1, 11]","[34, 20]",59dc0b8b6aa2ab8854775d0b6c67e574,2700.0,1,12,54,720,774,1559791731.633971
52,52,NAN,Nadi,SFO,San Francisco,5,19,"[5, 6]","[19, 50]",83cdd7e894f9d46b5edab8b8fdc2b6f7,3141.0,1,11,69,660,729,1559791731.633971
53,53,NAN,Nadi,SFO,San Francisco,1,40,"[1, 11]","[40, 20]",5eb9664689e93c6a2cfb8c33bed847ce,1154.0,1,12,60,720,780,1559791731.633971
54,54,NAN,Nadi,SFO,San Francisco,13,10,"[13, 3]","[10, 0]",5d21e8b60993957a12604015207d4435,0.0,1,16,10,960,970,1559791731.633971
55,55,NAN,Nadi,SFO,San Francisco,5,25,"[5, 10, 3]","[25, 55, 55]",5218d8f39ce90207fe306c69b9613e1e,2021.0,2,18,135,1080,1215,1559791731.633971
56,56,NAN,Nadi,SFO,San Francisco,1,37,"[1, 15, 4]","[37, 5, 0]",7c97ea07837b851b0aed8ac8e9c9ee0e,5250.0,2,20,42,1200,1242,1559791731.633971
57,57,NAN,Nadi,SFO,San Francisco,14,20,"[14, 10]","[20, 10]",61e76c0924a0c982dc54aa0a3fa6ddf3,1326.0,1,24,30,1440,1470,1559791731.633971
58,58,NAN,Nadi,SFO,San Francisco,1,34,"[1, 11]","[34, 20]",15ee41d6de20c822dcdbf45f88653fa6,1230.0,1,12,54,720,774,1559791731.633971
59,59,NAN,Nadi,SFO,San Francisco,1,45,"[1, 11]","[45, 20]",5afec63fba074f64370e2727d0232ce6,1230.0,1,12,65,720,785,1559791731.633971
60,60,NAN,Nadi,SFO,San Francisco,1,32,"[1, 12, 3]","[32, 50, 0]",8ce22a829d624c294b0c6fcb4c4de239,4752.0,2,16,82,960,1042,1559791731.633971
61,61,NAN,Nadi,SFO,San Francisco,14,55,"[14, 4]","[55, 0]",b9b054bd3c4b4d6d95d6c607291faccc,5245.0,1,18,55,1080,1135,1559791731.633971
62,62,NAN,Nadi,SFO,San Francisco,1,32,"[1, 12, 3]","[32, 50, 0]",96cc110978ef83e4feff9708c9a333b3,2029.0,2,16,82,960,1042,1559791731.633971
63,63,NAN,Nadi,SFO,San Francisco,12,55,"[12, 3]","[55, 0]",d09ca1751e2613012463af638a84440b,4673.0,1,15,55,900,955,1559791731.633971
64,64,SFO,San Francisco,NAN,Nadi,10,45,"[10, 1]","[45, 25]",a4c458f280e1e680218eb3f03521bf19,1900.0,1,11,70,660,730,1559791731.633971
65,65,NAN,Nadi,SFO,San Francisco,1,40,"[1, 11]","[40, 20]",3a26ce676ab92611c56b5435198e2af3,1088.0,1,12,60,720,780,1559791731.633971
66,66,NAN,Nadi,SFO,San Francisco,1,45,"[1, 11]","[45, 20]",19dcb18aeb9bf223997a32c793a5e25c,1147.0,1,12,65,720,785,1559791731.633971
67,67,NAN,Nadi,SFO,San Francisco,13,10,"[13, 3]","[10, 0]",edd69e826b25dc581a62cf6daf084102,3280.0,1,16,10,960,970,1559791731.633971
68,68,NAN,Nadi,SFO,San Francisco,5,21,"[5, 6]","[21, 50]",29aae931aa0da8564b9aa4c87b697c7f,3121.0,1,11,71,660,731,1559791731.633971
69,69,NAN,Nadi,SFO,San Francisco,1,34,"[1, 12, 3]","[34, 50, 0]",effe58fe6552beade3cfac399d6fa814,4752.0,2,16,84,960,1044,1559791731.633971
70,70,SFO,San Francisco,NAN,Nadi,6,35,"[6, 5]","[35, 15]",863806fb2b531a3c71d2008c809d6260,1052.0,1,11,50,660,710,1559791731.633971
71,71,NAN,Nadi,SFO,San Francisco,14,55,"[14, 3]","[55, 50]",594b54c7f26833385ccaf7c1e6bec599,5663.0,1,17,105,1020,1125,1559791731.633971
72,72,NAN,Nadi,SFO,San Francisco,14,50,"[14, 10]","[50, 10]",654452dab933e02c44c7f297d0e53b1e,1900.0,1,24,60,1440,1500,1559791731.633971
73,73,NAN,Nadi,SFO,San Francisco,14,40,"[14, 4]","[40, 0]",f012b76f82fccca2010a66c90bad626e,2316.0,1,18,40,1080,1120,1559791731.633971
74,74,NAN,Nadi,SFO,San Francisco,1,33,"[1, 11]","[33, 20]",0ca2bdcce666e6e48f45532683010243,1230.0,1,12,53,720,773,1559791731.633971
75,75,NAN,Nadi,SFO,San Francisco,1,42,"[1, 11]","[42, 20]",e006bf7a5a5e698e41bf35e192ec6e3d,1236.0,1,12,62,720,782,1559791731.633971
76,76,NAN,Nadi,SFO,San Francisco,14,50,"[14, 10]","[50, 10]",11d9f89a56a5408a1842ef92f41b03a0,1996.0,1,24,60,1440,1500,1559791731.633971
77,77,NAN,Nadi,SFO,San Francisco,1,37,"[1, 14, 4]","[37, 45, 5]",75c00643bb56e8cf718c08a77067fb0f,1179.0,2,19,87,1140,1227,1559791731.633971
78,78,NAN,Nadi,SFO,San Francisco,10,45,"[10, 8]","[45, 40]",918eceb290c1ac0f6f27c88a9c724968,4711.0,1,18,85,1080,1165,1559791731.633971
79,79,NAN,Nadi,SFO,San Francisco,2,24,"[2, 14, 3]","[24, 40, 30]",e8656318414bc2c5fa064be86540e584,2206.0,2,19,94,1140,1234,1559791731.633971
80,80,NAN,Nadi,SFO,San Francisco,14,25,"[14, 10]","[25, 10]",2db48154e3e92799a609d12bc7e82d8c,4615.0,1,24,35,1440,1475,1559791731.633971
81,81,NAN,Nadi,SFO,San Francisco,12,55,"[12, 3]","[55, 0]",3e4f5260c54eff8fb7bb748bad3730ce,3980.0,1,15,55,900,955,1559791731.633971
82,82,NAN,Nadi,SFO,San Francisco,2,15,"[2, 11, 10]","[15, 30, 10]",39f965de027b58f7419750788bbb77ee,2501.0,2,23,55,1380,1435,1559791731.633971
83,83,SFO,San Francisco,NAN,Nadi,6,35,"[6, 5]","[35, 10]",9919ee91830995f3fd9887fe6e033cac,1154.0,1,11,45,660,705,1559791731.633971
84,84,NAN,Nadi,SFO,San Francisco,1,40,"[1, 11]","[40, 20]",4c915758a8517f88ec30f55fa0099dd4,3212.0,1,12,60,720,780,1559791731.633971
85,85,NAN,Nadi,SFO,San Francisco,1,34,"[1, 12, 3]","[34, 50, 0]",4ab8332aaf48225f3ecd934781dbdcad,4752.0,2,16,84,960,1044,1559791731.633971
86,86,NAN,Nadi,SFO,San Francisco,5,45,"[5, 6]","[45, 50]",4aa24f17913ea6f4f528aaf05a49070e,1372.0,1,11,95,660,755,1559791731.633971
87,87,NAN,Nadi,SFO,San Francisco,1,34,"[1, 12, 3]","[34, 50, 0]",ccb680a496c4391b792f269da4e98595,4752.0,2,16,84,960,1044,1559791731.633971
88,88,NAN,Nadi,SFO,San Francisco,5,25,"[5, 6]","[25, 50]",87fcc12ef6eb4ca39ba6c0edc3c54dab,3121.0,1,11,75,660,735,1559791731.633971
89,89,NAN,Nadi,SFO,San Francisco,12,55,"[12, 3]","[55, 0]",4e65564a6975fdd4fdbae653dd564159,3311.0,1,15,55,900,955,1559791731.633971
90,90,NAN,Nadi,SFO,San Francisco,1,32,"[1, 11]","[32, 20]",279f6221f963105529ba837bad1f38bb,2621.0,1,12,52,720,772,1559791731.633971
91,91,NAN,Nadi,SFO,San Francisco,1,40,"[1, 11]","[40, 20]",2f7e8b4d9bccc1dda5dd8183cbbd2185,1236.0,1,12,60,720,780,1559791731.633971
92,92,NAN,Nadi,SFO,San Francisco,14,0,"[14, 10]","[0, 10]",002209f2d0486cd13c3ab009b30474c3,1915.0,1,24,10,1440,1450,1559791731.633971
93,93,NAN,Nadi,SFO,San Francisco,10,45,"[10, 8]","[45, 40]",878c761f02b0d6efb8c1a42083c64228,4711.0,1,18,85,1080,1165,1559791731.633971
94,94,NAN,Nadi,SFO,San Francisco,12,10,"[12, 2, 2, 10]","[10, 50, 0, 10]",3d7dc9afab75cf971be2648408c52128,4849.0,3,26,70,1560,1630,1559791731.633971
95,95,NAN,Nadi,SFO,San Francisco,14,20,"[14, 10]","[20, 10]",7ae19f225572f2f98387817cb246e6b3,4359.0,1,24,30,1440,1470,1559791731.633971
96,96,SFO,San Francisco,NAN,Nadi,5,5,"[5, 9, 5]","[5, 50, 15]",c86c6a099473d2243bd5ccd38e0692d2,2021.0,2,19,70,1140,1210,1559791731.633971
97,97,NAN,Nadi,SFO,San Francisco,12,55,"[12, 3]","[55, 0]",2a3b5b41dcbf536537a4a2b1b400ff10,1950.0,1,15,55,900,955,1559791731.633971
98,98,SFO,San Francisco,NAN,Nadi,3,10,"[3, 12]","[10, 10]",833a818d4aff45fe2e028e7daed1fe59,4673.0,1,15,20,900,920,1559791731.633971
99,99,SFO,San Francisco,NAN,Nadi,10,45,"[10, 1]","[45, 21]",eb2956caad08da660d17c7013911d6b2,1230.0,1,11,66,660,726,1559791731.633971
0,0,NRT,Tokyo,SFO,San Francisco,2,24,"[2, 10]","[24, 0]",5daf7984b933ca4eec605d7d315b6e53,1793.0,1,12,24,720,744,1559792268.4028642
1,1,NRT,Tokyo,SFO,San Francisco,2,24,"[2, 10]","[24, 20]",77e3b60520c8a71e89ce0988ff275113,10791.0,1,12,44,720,764,1559792268.4028642
2,2,NRT,Tokyo,SFO,San Francisco,12,50,"[12, 3]","[50, 25]",c10b95a716bb009b085f1b9cf3693609,8400.0,1,15,75,900,975,1559792268.4028642
3,3,NRT,Tokyo,SFO,San Francisco,14,45,"[14, 4]","[45, 25]",e8f5d48e32e033da46384195fc0f8e43,1349.0,1,18,70,1080,1150,1559792268.4028642
4,4,NRT,Tokyo,SFO,San Francisco,1,39,"[1, 11]","[39, 15]",aa919affdfa86340da73e09ee7582ca1,13317.0,1,12,54,720,774,1559792268.4028642
5,5,NRT,Tokyo,SFO,San Francisco,4,55,"[4, 4, 10]","[55, 9, 50]",5fc0f4bcaed8f216ddd8755e438ed210,5946.0,2,18,114,1080,1194,1559792268.4028642
6,6,NRT,Tokyo,SFO,San Francisco,5,28,"[5, 13]","[28, 5]",a396f91c564d743d16b2ec068987e33d,8766.0,1,18,33,1080,1113,1559792268.4028642
7,7,NRT,Tokyo,SFO,San Francisco,1,39,"[1, 11]","[39, 15]",7b913b16fb22916c2797d64e7b5a0079,13317.0,1,12,54,720,774,1559792268.4028642
8,8,NRT,Tokyo,SFO,San Francisco,14,0,"[14, 4]","[0, 30]",aebe7aff1a874936c3afc76343664e2d,1453.0,1,18,30,1080,1110,1559792268.4028642
9,9,NRT,Tokyo,SFO,San Francisco,12,50,"[12, 3]","[50, 25]",96333a49b72696630043b46260f554d0,8400.0,1,15,75,900,975,1559792268.4028642
10,10,NRT,Tokyo,SFO,San Francisco,14,50,"[14, 4]","[50, 25]",bc21ce3883cc8a253ea7e642af133867,1453.0,1,18,75,1080,1155,1559792268.4028642
11,11,NRT,Tokyo,SFO,San Francisco,12,50,"[12, 3]","[50, 25]",97845471341db36c17d1933494de84e9,8400.0,1,15,75,900,975,1559792268.4028642
12,12,NRT,Tokyo,SFO,San Francisco,14,50,"[14, 4]","[50, 30]",ecdd44db1fdbc36009bdc6758bdd387b,1453.0,1,18,80,1080,1160,1559792268.4028642
13,13,NRT,Tokyo,SFO,San Francisco,14,45,"[14, 4]","[45, 25]",59dff0dd1c6aa600619aafad11a780f7,1453.0,1,18,70,1080,1150,1559792268.4028642
14,14,NRT,Tokyo,SFO,San Francisco,12,10,"[12, 2]","[10, 20]",3b8fe6ec9c3e541a177d90ace867e3f7,2640.0,1,14,30,840,870,1559792268.4028642
15,15,NRT,Tokyo,SFO,San Francisco,12,40,"[12, 3]","[40, 25]",5f0aa44e1f3774b8c33c445332b82c1d,973.0,1,15,65,900,965,1559792268.4028642
16,16,SFO,San Francisco,NRT,Tokyo,2,30,"[2, 10]","[30, 50]",69919cfe8807122e0eda5354c8f275da,1163.0,1,12,80,720,800,1559792268.4028642
17,17,NRT,Tokyo,SFO,San Francisco,12,50,"[12, 3]","[50, 25]",b8fec4351b33f114bdd1f43063188596,913.0,1,15,75,900,975,1559792268.4028642
18,18,SFO,San Francisco,NRT,Tokyo,8,55,"[8, 2]","[55, 13]",d66e0f9f36100898cf99065d3c7f3440,5927.0,1,10,68,600,668,1559792268.4028642
19,19,NRT,Tokyo,SFO,San Francisco,5,28,"[5, 13]","[28, 5]",2c74e17092d61913cdb0605fa6f7c9e5,5927.0,1,18,33,1080,1113,1559792268.4028642
20,20,NRT,Tokyo,SFO,San Francisco,2,15,"[2, 10]","[15, 0]",53678486122b240f0cb854a8c279fab6,2237.0,1,12,15,720,735,1559792268.4028642
21,21,NRT,Tokyo,SFO,San Francisco,4,55,"[4, 4, 10]","[55, 9, 50]",8ce0e9356af31a4493547125800bf25b,2186.0,2,18,114,1080,1194,1559792268.4028642
22,22,NRT,Tokyo,SFO,San Francisco,10,20,"[10, 11]","[20, 0]",e679b45eed98aa39c332b25bc3c70111,6433.0,1,21,20,1260,1280,1559792268.4028642
23,23,NRT,Tokyo,SFO,San Francisco,5,28,"[5, 13]","[28, 5]",42b90fabf2db9a7a35797c0067361ca9,1347.0,1,18,33,1080,1113,1559792268.4028642
24,24,NRT,Tokyo,SFO,San Francisco,10,40,"[10, 9]","[40, 20]",9f917076567df86196298baf8f6e19f9,4657.0,1,19,60,1140,1200,1559792268.4028642
25,25,SFO,San Francisco,NRT,Tokyo,7,50,"[7, 5]","[50, 15]",c853fd62c9ba917ad1158675302408af,10787.0,1,12,65,720,785,1559792268.4028642
26,26,NRT,Tokyo,SFO,San Francisco,13,0,"[13, 11]","[0, 30]",dbd7a9d79ef00a320597b695fee4430d,1608.0,1,24,30,1440,1470,1559792268.4028642
27,27,NRT,Tokyo,SFO,San Francisco,1,39,"[1, 11]","[39, 15]",f51e81bed52574680534a9f864e8f535,2234.0,1,12,54,720,774,1559792268.4028642
28,28,NRT,Tokyo,SFO,San Francisco,12,50,"[12, 3]","[50, 25]",dbc2c800e8c448dd7829a8ec79395aa1,913.0,1,15,75,900,975,1559792268.4028642
29,29,SFO,San Francisco,NRT,Tokyo,5,5,"[5, 12]","[5, 25]",5ab94210b1090ce19d51a1b95d04c619,1245.0,1,17,30,1020,1050,1559792268.4028642
30,30,SFO,San Francisco,NRT,Tokyo,4,50,"[4, 13]","[50, 5]",066afa7419e540dc1da148a55425ff9f,974.0,1,17,55,1020,1075,1559792268.4028642
31,31,NRT,Tokyo,SFO,San Francisco,2,15,"[2, 10]","[15, 0]",0591a5b9ba09624e5faecade60aa5c0d,2237.0,1,12,15,720,735,1559792268.4028642
32,32,SFO,San Francisco,NRT,Tokyo,4,10,"[4, 11]","[10, 40]",2c31d5840503bea66a50a12e45e0b385,1125.0,1,15,50,900,950,1559792268.4028642
33,33,NRT,Tokyo,SFO,San Francisco,4,55,"[4, 4, 10]","[55, 9, 50]",a333ae5d3159614e7c2cc472cf769911,10694.0,2,18,114,1080,1194,1559792268.4028642
34,34,NRT,Tokyo,SFO,San Francisco,1,39,"[1, 11]","[39, 20]",a7bf01403c43466c0aa149f06c481db2,2234.0,1,12,59,720,779,1559792268.4028642
35,35,NRT,Tokyo,SFO,San Francisco,12,10,"[12, 2]","[10, 30]",49d33aa8c39ad122810681c136788f8b,2309.0,1,14,40,840,880,1559792268.4028642
36,36,NRT,Tokyo,SFO,San Francisco,10,40,"[10, 9]","[40, 20]",000671590d2b5592dc71745458a245b1,2297.0,1,19,60,1140,1200,1559792268.4028642
37,37,NRT,Tokyo,SFO,San Francisco,2,15,"[2, 11, 2]","[15, 35, 20]",2a8f1da33a5e7f3715c4505cc49f13e7,1433.0,2,15,70,900,970,1559792268.4028642
38,38,NRT,Tokyo,SFO,San Francisco,10,45,[10],[45],1bfcc5efa5bb4df0425384cbfc67e5bb,2230.0,0,10,45,600,645,1559792268.4028642
39,39,NRT,Tokyo,SFO,San Francisco,2,14,"[2, 9]","[14, 58]",52077c3ca5f33786864fe7e23ee5e56a,2234.0,1,11,72,660,732,1559792268.4028642
40,40,NRT,Tokyo,SFO,San Francisco,10,45,[10],[45],9555a19a336e26b538c70528dbd7897c,10787.0,0,10,45,600,645,1559792268.4028642
41,41,NRT,Tokyo,SFO,San Francisco,11,0,"[11, 11]","[0, 50]",68efa6f84ce4cdec32075db3769d9451,1900.0,1,22,50,1320,1370,1559792268.4028642
42,42,NRT,Tokyo,SFO,San Francisco,1,42,"[1, 11]","[42, 10]",91814fcbe91504d869f8dfaab033dfcb,2783.0,1,12,52,720,772,1559792268.4028642
43,43,NRT,Tokyo,SFO,San Francisco,2,24,"[2, 10]","[24, 20]",4ca53cbe53d95b7ff03449aaeb471e24,2234.0,1,12,44,720,764,1559792268.4028642
44,44,SFO,San Francisco,NRT,Tokyo,3,40,"[3, 11]","[40, 15]",bb2899b2f3beb93d03639ca8e99dc536,11606.0,1,14,55,840,895,1559792268.4028642
45,45,NRT,Tokyo,SFO,San Francisco,14,45,"[14, 4]","[45, 30]",47a1f95722ca9aa84dc2a92ef2829482,1453.0,1,18,75,1080,1155,1559792268.4028642
46,46,NRT,Tokyo,SFO,San Francisco,2,24,"[2, 10]","[24, 20]",2029c941e5b74c8598bf4efa3a6f49eb,2234.0,1,12,44,720,764,1559792268.4028642
47,47,NRT,Tokyo,SFO,San Francisco,1,37,"[1, 11]","[37, 15]",2abf66db05173745b41e587961c41692,2234.0,1,12,52,720,772,1559792268.4028642
48,48,NRT,Tokyo,SFO,San Francisco,10,45,[10],[45],d955a1c9fef6987a482952959653e7de,13313.0,0,10,45,600,645,1559792268.4028642
49,49,NRT,Tokyo,SFO,San Francisco,14,0,"[14, 4]","[0, 30]",8d7a7386e4c3fa02fee6b6fdde2786c8,974.0,1,18,30,1080,1110,1559792268.4028642
50,50,NRT,Tokyo,SFO,San Francisco,5,28,"[5, 13]","[28, 5]",f14e7a3a208559b4242ccac4d7584b42,2163.0,1,18,33,1080,1113,1559792268.4028642
51,51,NRT,Tokyo,SFO,San Francisco,12,50,"[12, 3]","[50, 25]",4ab1408fd548bfb902ff48d9a38b6aa3,880.0,1,15,75,900,975,1559792268.4028642
52,52,NRT,Tokyo,SFO,San Francisco,12,30,"[12, 2]","[30, 20]",90c80863a6417c5d5e5f6bf6060fdc75,1359.0,1,14,50,840,890,1559792268.4028642
53,53,NRT,Tokyo,SFO,San Francisco,12,30,"[12, 2]","[30, 20]",2c2dc664db1acc1df29508e9ee3c292b,1163.0,1,14,50,840,890,1559792268.4028642
54,54,NRT,Tokyo,SFO,San Francisco,1,39,"[1, 11]","[39, 15]",91d369bca36a3c614ee93e8537e27cd9,2234.0,1,12,54,720,774,1559792268.4028642
55,55,NRT,Tokyo,SFO,San Francisco,10,45,[10],[45],3c0ced1a10f30811daa6db738cd5aa3f,10787.0,0,10,45,600,645,1559792268.4028642
56,56,SFO,San Francisco,NRT,Tokyo,3,40,"[3, 11]","[40, 20]",ef2f4b62e39c67ecd408b1d642745fff,11606.0,1,14,60,840,900,1559792268.4028642
57,57,NRT,Tokyo,SFO,San Francisco,2,24,"[2, 10]","[24, 20]",7d31f921cf9d7e00f921c3e19d7dcffd,2235.0,1,12,44,720,764,1559792268.4028642
58,58,NRT,Tokyo,SFO,San Francisco,14,50,"[14, 4]","[50, 25]",2e20d0133ec1d1540861ab7700f33f13,11606.0,1,18,75,1080,1155,1559792268.4028642
59,59,NRT,Tokyo,SFO,San Francisco,5,25,"[5, 8]","[25, 25]",833236a50eddef4c95a5fbe083f8a3a1,2117.0,1,13,50,780,830,1559792268.4028642
60,60,NRT,Tokyo,SFO,San Francisco,4,50,"[4, 14]","[50, 40]",f4b81ea7521811b0ce0b028ffa735fec,1485.0,1,18,90,1080,1170,1559792268.4028642
61,61,NRT,Tokyo,SFO,San Francisco,14,50,"[14, 4]","[50, 25]",e7a49b23263ecf00c2dab4f8ed4f3943,1245.0,1,18,75,1080,1155,1559792268.4028642
62,62,NRT,Tokyo,SFO,San Francisco,2,18,"[2, 9]","[18, 58]",e3b294d3964bad945364b389fb73fcf0,2234.0,1,11,76,660,736,1559792268.4028642
63,63,NRT,Tokyo,SFO,San Francisco,12,40,"[12, 3]","[40, 25]",8fcb1979f39b81c6cdf88a6c2d0924b9,1239.0,1,15,65,900,965,1559792268.4028642
64,64,NRT,Tokyo,SFO,San Francisco,2,24,"[2, 10]","[24, 20]",b2d1f098048e1de176b88f2c87234b5a,13317.0,1,12,44,720,764,1559792268.4028642
65,65,NRT,Tokyo,SFO,San Francisco,1,39,"[1, 11]","[39, 15]",352c54e14336872e32fc73b693e59411,2235.0,1,12,54,720,774,1559792268.4028642
66,66,NRT,Tokyo,SFO,San Francisco,10,45,[10],[45],435de7fa1cf4062fd6231a7f0f7c9d41,13313.0,0,10,45,600,645,1559792268.4028642
67,67,SFO,San Francisco,NRT,Tokyo,9,35,[9],[35],f67e1d47a74b39427718e403350c1cce,11834.0,0,9,35,540,575,1559792268.4028642
68,68,NRT,Tokyo,SFO,San Francisco,5,25,"[5, 8]","[25, 20]",a8c5cae226098edc1258a42a369ef3f9,2482.0,1,13,45,780,825,1559792268.4028642
69,69,NRT,Tokyo,SFO,San Francisco,4,55,"[4, 4, 10]","[55, 9, 50]",d6e3389117fdacb7d8e31e9658cc2b22,1771.0,2,18,114,1080,1194,1559792268.4028642
70,70,NRT,Tokyo,SFO,San Francisco,1,39,"[1, 11]","[39, 15]",d5d6680733747fbf6c1b6f159ad04ed9,2235.0,1,12,54,720,774,1559792268.4028642
71,71,NRT,Tokyo,SFO,San Francisco,1,37,"[1, 11]","[37, 20]",7b54db17616173b1efd228fd23727d9f,2234.0,1,12,57,720,777,1559792268.4028642
72,72,SFO,San Francisco,NRT,Tokyo,10,15,"[10, 1]","[15, 35]",10f7dbb63d485823a5e4ea53c23ede77,2783.0,1,11,50,660,710,1559792268.4028642
73,73,NRT,Tokyo,SFO,San Francisco,10,45,[10],[45],55077a151234765c83af901a161fe9e7,2231.0,0,10,45,600,645,1559792268.4028642
74,74,NRT,Tokyo,SFO,San Francisco,12,10,"[12, 2]","[10, 30]",b71d544472cf8ef3cbdcfe204abaff56,2197.0,1,14,40,840,880,1559792268.4028642
75,75,SFO,San Francisco,NRT,Tokyo,12,15,"[12, 6]","[15, 16]",467f231692cef6a94c9038bdd83a166b,1347.0,1,18,31,1080,1111,1559792268.4028642
